,index,canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
5131,0,30385,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.54,0.54,0.77,0.5,1.0,0.69,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.54,0.54,0.31,0.54,0.77,0.77
5132,0,30454,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.5,0.08,0.08,1.0,0.54,0.31,0.08,0.08,0.08,1.0,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.54,1.0,0.77,0.5,1.0,0.08,0.54,0.08,1.0,1.0,0.08,1.0,1.0,0.54,0.62,0.77,1.0,1.0,1.0
5133,0,30455,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.62,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.92,0.77,1.0,0.69,0.54,0.54,0.62,1.0,0.38,0.54,1.0,1.0,1.0,0.54,0.77,1.0,0.54,0.62,0.77,1.0,0.77,0.54
5134,0,30456,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.62,0.08,0.08,0.54,0.31,0.77,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.92,1.0,1.0,0.08,0.08,0.08,0.08,1.0,0.69,0.77,0.08,0.08,1.0,1.0,0.54,1.0,0.54,0.46,0.77,1.0,0.31,0.54
5135,0,30457,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.38,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.08,0.46,0.23,0.08,0.08,0.08,0.69,0.77,1.0,0.08,0.77,0.77,0.77,1.0,0.69,0.31,1.0,1.0,0.69,1.0,0.08,1.0,0.54,0.62,0.54,1.0,0.77,0.54
5136,0,30469,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.62,0.15,0.46,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.46,0.23,0.23,0.23,0.69,0.92,0.77,1.0,0.54,0.77,0.77,0.77,0.77,0.69,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.77,1.0,1.0,0.77,0.77
5137,0,30470,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Bunun,22.93,121.03,0.62,0.08,0.08,1.0,1.0,1.0,0.54,1.0,1.0,0.77,1.0,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.08,0.77,1.0,0.77,0.77,0.38,0.54,0.08,1.0,0.69,0.54,0.77,1.0,0.54,0.77,1.0,1.0,0.77,0.77
5138,0,2812,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.31,0.77,0.08,0.77,0.38,0.77,0.08,1.0,0.69,0.54,0.31,0.54,0.54,0.77,0.31,0.77,0.77,0.54
5139,0,30240,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.77,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,0.08,0.92,1.0,1.0,0.31,0.31,0.77,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.62,1.0,1.0,0.54,0.31
5140,0,30241,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.88,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.31,0.77,1.0,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.62,1.0,1.0,0.54,0.31
5141,0,30242,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.65,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.54,0.46,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.31,1.0,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.62,1.0,1.0,0.54,0.31
5142,0,30243,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,1.0,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,0.54,0.46,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.31,0.31,0.77,1.0,1.0,0.85,0.54,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.62,1.0,1.0,0.54,0.31
5143,0,30466,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,1.0,0.08,0.08,1.0,0.54,0.77,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.69,0.46,1.0,0.69,0.31,0.31,0.54,1.0,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.62,0.77,1.0,0.77,0.31
5144,0,30590,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.65,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.31,0.77,0.08,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.77,0.77,0.54,0.54
5145,0,30591,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.88,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.31,0.77,0.08,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.77,0.77,0.54,0.54
5146,0,30592,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.65,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.08,0.85,1.0,1.0,0.08,0.31,0.77,0.08,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.77,0.77,0.54,0.54
5147,0,30593,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.65,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.69,0.08,0.08,1.0,0.85,0.54,1.0,0.08,0.31,0.77,1.0,1.0,0.69,0.54,0.69,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.31,0.54,0.54,0.54
5148,0,30594,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,24.02,121.12,0.65,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.69,1.0,1.0,1.0,0.31,0.31,0.77,1.0,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.54,0.77,0.54,0.54
5149,0,30366,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.46,1.0,1.0,0.77,0.54,0.77,1.0,0.77,0.31,1.0,0.23,0.46,1.0,0.69,0.08,0.54,0.08,0.08,0.54,0.54,0.46,1.0,0.38,0.54,0.08,0.69,1.0,0.54,0.31,1.0,0.54,0.46,0.77,1.0,0.77,0.77
5150,0,30367,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,1.0,0.54,0.31,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.08,0.77,0.69,0.69,0.54,0.54,0.62,1.0,0.23,0.54,0.08,1.0,0.38,0.54,0.08,1.0,0.54,0.23,0.54,1.0,0.54,0.54
5151,0,30378,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.62,1.0,1.0,0.08,0.54,0.77,0.08,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.54,1.0,0.54,0.54
5152,0,30560,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.85,0.77,1.0,0.08,0.54,0.54,0.08,1.0,0.69,0.31,0.69,1.0,1.0,1.0,0.08,1.0,0.77,0.23,0.54,1.0,0.54,0.54
5153,0,30561,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,1.0,0.85,0.77,1.0,0.08,0.54,1.0,0.08,1.0,0.69,0.31,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.23,0.54,0.77,0.77,0.54
5154,0,30562,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.46,0.77,0.23,0.08,0.77,0.54,0.08,1.0,0.38,0.31,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.46,1.0,1.0,0.77,0.54
5155,0,30563,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.54,0.77,0.08,0.77,0.38,0.31,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.46,1.0,1.0,0.77,0.54
5156,0,30564,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.85,0.62,0.92,1.0,0.77,0.77,1.0,1.0,0.54,0.77,0.85,0.23,0.85,0.54,0.69,0.23,0.54,0.08,0.08,0.77,0.77,0.62,0.77,0.69,0.54,1.0,0.69,1.0,1.0,0.77,1.0,0.54,0.46,1.0,1.0,0.54,0.54
5157,0,30565,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.23,0.31,0.08,0.31,0.77,0.77,0.62,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,1.0,1.0,0.54,0.54
5158,0,30566,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.46,0.65,0.23,0.31,0.77,1.0,0.46,0.77,0.23,0.54,0.08,1.0,0.38,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5159,0,30567,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.54,0.62,0.08,0.77,0.77,0.77,1.0,0.23,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5160,0,30568,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,0.69,0.92,0.77,1.0,0.69,0.54,0.77,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,1.0,1.0,0.54,0.54
5161,0,30569,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.77,0.77,0.46,0.77,0.23,0.54,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5162,0,30570,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.15,0.46,0.54,0.77,0.77,0.54,1.0,0.77,0.77,0.85,0.23,0.23,0.23,0.69,0.92,0.54,1.0,0.31,0.54,0.77,0.08,1.0,0.85,0.77,1.0,0.69,1.0,1.0,0.77,1.0,0.54,0.46,1.0,1.0,0.31,0.54
5163,0,30571,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.54,0.77,0.46,0.77,0.23,0.54,0.69,1.0,1.0,0.54,0.08,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5164,0,30572,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.46,0.08,0.54,0.77,0.08,1.0,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,1.0,1.0,0.31,0.77
5165,0,30573,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.08,0.54,0.77,0.08,0.77,0.23,0.31,0.69,1.0,0.69,0.54,0.77,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5166,0,30574,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.69,0.08,0.54,0.77,0.08,0.77,0.23,0.31,0.69,1.0,0.69,0.54,0.77,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5167,0,30575,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.08,0.77,0.77,0.08,1.0,0.23,0.31,0.38,1.0,0.69,0.54,0.77,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5168,0,30576,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.23,0.31,0.08,0.08,0.77,1.0,0.08,1.0,0.23,0.65,0.38,1.0,0.69,0.54,0.08,1.0,0.54,0.46,1.0,1.0,0.54,0.77
5169,0,30577,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.58,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.31,0.08,0.69,0.77,0.77,0.08,1.0,0.23,0.65,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.54,0.77
5170,0,30578,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.69,0.23,0.46,0.54,0.54,1.0,0.54,0.77,0.77,0.54,0.69,0.23,0.23,0.23,0.69,0.92,0.77,1.0,0.69,0.54,1.0,0.08,1.0,0.85,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,1.0,1.0,0.31,0.77
5171,0,30579,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,1.0,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.08,0.77,0.46,0.08,0.54,0.77,0.46,1.0,0.23,0.54,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.46,0.54,0.54,0.77,0.77
5172,0,30580,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.69,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.08,0.77,0.08,0.08,0.77,0.77,0.08,1.0,0.69,0.54,0.69,1.0,1.0,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.54,0.77
5173,0,30581,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.62,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.08,0.54,1.0,0.46,0.77,0.23,0.54,0.08,1.0,0.69,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.77,0.77
5174,0,30582,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.08,0.54,0.77,0.08,1.0,0.23,0.77,0.69,1.0,0.69,0.54,0.77,1.0,0.42,0.46,1.0,1.0,0.54,0.77
5175,0,30583,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Thao-Ngan,23.85,120.91,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.69,0.77,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.46,1.0,1.0,0.54,0.77
5176,0,2818,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,1.0,0.08,0.08,0.08,0.69,0.77,0.31,1.0,0.08,0.54,1.0,0.08,0.31,0.23,0.77,0.08,1.0,0.69,0.54,0.54,0.54,0.54,0.77,0.31,1.0,0.54,0.77
5177,0,2819,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,1.0,0.92,1.0,1.0,0.08,0.08,0.31,0.08,1.0,0.85,0.54,1.0,1.0,0.38,0.54,0.54,0.08,0.54,0.62,0.54,0.54,0.08,0.77
5178,0,2820,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.46,0.42,0.62,0.31,1.0,1.0,0.77,1.0,0.23,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.77,0.77,1.0,0.77,0.77
5179,0,2821,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,1.0,0.08,0.08,0.08,1.0,0.31,0.77,0.62,0.31,1.0,0.77,0.77,1.0,0.23,0.31,0.08,1.0,0.69,0.08,1.0,1.0,0.77,0.77,0.77,1.0,0.77,0.77
5180,0,30249,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.46,0.31,0.62,0.69,0.54,0.77,0.08,1.0,0.38,0.77,0.38,1.0,1.0,0.54,0.54,1.0,0.31,0.62,1.0,1.0,0.31,0.77
5181,0,30250,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.46,0.08,0.62,0.08,0.77,0.77,0.46,1.0,0.23,0.54,0.08,1.0,1.0,0.54,0.54,1.0,0.31,0.62,1.0,1.0,0.54,0.77
5182,0,30251,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.92,0.31,1.0,0.08,0.54,0.77,0.08,0.77,0.38,0.54,0.69,1.0,1.0,0.54,0.54,1.0,0.54,0.62,1.0,1.0,0.54,0.54
5183,0,30284,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.46,0.31,0.62,0.69,0.54,0.77,0.08,1.0,0.85,0.54,1.0,1.0,1.0,0.54,0.54,1.0,0.54,0.46,0.77,1.0,0.54,0.54
5184,0,30285,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.31,0.54,0.77,0.08,0.77,0.85,0.54,1.0,1.0,1.0,0.54,0.54,1.0,0.54,0.46,0.77,1.0,0.54,0.54
5185,0,30315,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.69,0.23,0.08,0.08,0.69,0.92,0.77,1.0,0.08,0.54,1.0,0.08,1.0,0.69,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.77,1.0,0.54,0.54
5186,0,30316,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.69,0.54,0.77,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.08,1.0,0.54,0.46,0.54,1.0,0.54,0.54
5187,0,30371,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.38,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.08,0.54,0.08,0.69,0.77,0.77,0.77,0.77,0.23,0.54,0.08,1.0,0.69,0.08,1.0,1.0,0.65,0.77,1.0,1.0,1.0,1.0
5188,0,30372,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.46,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,1.0,0.23,0.08,0.08,0.69,0.08,0.31,0.08,0.85,0.77,0.77,0.77,1.0,0.38,0.54,0.08,1.0,0.69,0.54,0.77,1.0,0.65,0.77,1.0,1.0,1.0,1.0
5189,0,30373,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.85,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,0.77,1.0,0.23,0.08,0.08,0.69,0.08,0.31,0.38,0.08,0.54,0.77,0.77,1.0,0.69,0.54,0.08,1.0,0.69,0.54,0.77,1.0,0.54,0.77,1.0,1.0,0.77,0.77
5190,0,30374,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.38,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.69,0.85,1.0,1.0,0.31,0.54,0.77,0.77,0.77,0.85,0.31,1.0,1.0,1.0,0.54,0.31,1.0,0.54,0.62,0.54,1.0,0.77,0.54
5191,0,30375,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.38,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.77,1.0,0.31,0.54,1.0,0.77,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.77,0.77,0.77,0.77,0.77
5192,0,30584,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.08,0.08,0.23,0.69,0.77,0.77,0.77,1.0,0.23,0.31,0.69,1.0,1.0,0.54,0.54,1.0,0.54,0.62,1.0,1.0,1.0,0.77
5193,0,30585,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.08,0.08,0.62,0.08,0.54,0.77,0.77,0.77,0.23,0.31,0.08,1.0,1.0,0.54,0.31,1.0,0.54,0.62,1.0,1.0,1.0,0.77
5194,0,30586,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.38,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.08,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.54,1.0,1.0,1.0,0.54,0.54,1.0,0.54,0.46,1.0,0.54,0.54,0.77
5195,0,30587,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.54,0.77,0.46,1.0,0.08,0.77,0.08,1.0,1.0,0.08,1.0,1.0,0.54,0.62,1.0,1.0,1.0,1.0
5196,0,30588,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.46,0.08,0.08,1.0,0.54,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.62,0.54,1.0,0.31,0.77,0.77,0.62,1.0,0.38,0.77,0.69,1.0,1.0,1.0,0.77,1.0,0.54,0.46,1.0,1.0,0.54,0.77
5197,0,30589,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.08,0.54,0.23,0.08,0.54,0.77,0.08,1.0,0.69,0.31,1.0,1.0,1.0,0.54,0.08,1.0,0.77,0.62,0.77,0.77,0.77,0.77
5198,0,30665,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Tsou,23.96,120.97,0.69,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.46,0.31,0.62,0.31,0.77,0.77,0.62,1.0,0.38,0.31,0.69,1.0,1.0,0.54,0.31,1.0,0.54,0.62,1.0,1.0,0.77,0.77
5199,0,33,Southeast Asia,Island S E Asia,Taiwan,E Taiwan,Ami,23.98,121.6,0.62,0.08,0.08,0.54,1.0,0.77,0.08,0.08,0.08,0.77,1.0,0.23,0.08,0.08,0.69,0.77,0.31,0.85,0.69,0.54,1.0,0.08,0.31,0.23,0.77,0.08,1.0,0.69,0.54,0.77,0.08,0.77,0.77,1.0,0.54,0.31,1.0
