,Unnamed: 0,song_id,Preferred_name,society_id,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,orv_1,orv_2,ensemble_value_id,ensemble_value_label,instrument_value_id,instrument_value_label
496,496,977,Auvergne,15439,0.35,0.38,0.38,0.54,0.31,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.35,0.54,0.69,0.23,0.77,0.46,0.69,0.54,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.08,0.08,0.31,0.54,4.0,4.0,1.0,All singers play instruments,2.0,1 kind of instrument
497,497,2867,Aymara,11133,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,1.0,0.08,0.08,0.08,0.69,0.77,1.0,1.0,0.08,0.08,0.31,0.08,1.0,0.69,0.31,0.08,1.0,0.08,1.0,0.54,1.0,0.54,0.62,0.08,0.31,0.54,0.54,1.0,0.0,,,,
498,498,2873,Aymara,11133,0.38,0.46,0.38,0.54,0.54,0.31,1.0,0.54,0.31,0.54,0.85,0.23,0.85,0.23,0.69,0.92,0.77,1.0,0.85,0.31,0.77,0.08,1.0,0.69,0.08,1.0,1.0,0.38,1.0,0.54,1.0,0.77,0.62,0.31,0.31,0.77,0.54,2.0,2.0,1.0,All singers play instruments,1.0,No instruments
499,499,9782,Aymara,11133,0.38,1.0,0.85,0.54,0.54,0.54,0.54,0.54,0.54,0.77,0.46,0.23,0.69,0.69,0.69,0.23,0.77,0.08,0.0,0.77,0.54,0.08,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.77,6.0,5.0,2.0,Most singers play instruments,4.0,3 kinds of instruments
500,500,2865,Aymara,11133,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.69,0.77,1.0,0.08,0.54,0.77,0.08,0.77,0.69,0.54,0.69,1.0,1.0,1.0,0.77,0.54,0.54,0.62,0.08,0.31,0.54,0.54,3.0,0.0,,,,
501,501,2866,Aymara,11133,0.46,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.77,0.69,0.23,0.08,0.08,0.69,0.46,1.0,0.46,0.08,0.54,1.0,0.08,1.0,0.85,0.54,1.0,1.0,0.38,1.0,0.77,1.0,0.54,0.62,0.31,0.31,0.31,0.54,3.0,0.0,,,,
502,502,2869,Aymara,11133,0.46,0.15,0.46,0.77,0.31,0.31,1.0,0.54,0.31,0.77,0.69,0.38,0.69,0.38,0.69,0.46,0.88,0.62,0.08,0.54,0.77,0.08,1.0,0.69,0.31,0.69,0.69,0.38,1.0,0.77,1.0,0.77,0.62,0.31,0.31,0.54,0.54,5.0,2.0,1.0,All singers play instruments,1.0,No instruments
503,503,2872,Aymara,11133,0.46,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.54,0.54,0.85,0.23,0.85,0.23,0.69,0.85,0.77,0.85,0.31,0.54,0.77,0.08,0.77,0.69,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.62,0.31,0.54,0.54,0.54,2.0,4.0,1.0,All singers play instruments,2.0,1 kind of instrument
504,504,2874,Aymara,11133,0.46,0.15,0.46,1.0,0.54,0.77,1.0,0.54,1.0,0.54,0.85,0.23,0.85,0.54,0.69,0.46,0.88,0.38,0.31,0.77,0.77,0.62,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.77,0.77,0.54,0.54,3.0,3.0,1.0,All singers play instruments,2.0,1 kind of instrument
505,505,2868,Aymara,11133,0.54,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.77,1.0,0.81,0.08,0.54,0.54,0.08,1.0,0.69,0.31,0.69,1.0,0.38,1.0,0.77,1.0,0.77,0.62,0.08,0.31,0.54,0.54,3.0,0.0,,,,
506,506,2870,Aymara,11133,0.62,0.15,0.15,0.54,0.54,0.31,1.0,0.08,0.08,0.54,0.69,0.23,0.69,0.08,1.0,0.92,1.0,1.0,0.08,0.54,0.77,0.08,1.0,0.69,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.31,0.54,0.54,2.0,1.0,,,1.0,No instruments
507,507,2871,Aymara,11133,0.62,0.23,0.38,1.0,0.54,0.77,1.0,0.54,0.77,0.77,0.69,0.23,0.69,0.54,0.69,0.85,1.0,1.0,0.08,0.54,0.77,0.62,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.77,0.62,0.31,0.08,0.54,0.54,2.0,4.0,1.0,All singers play instruments,3.0,2 kinds of instruments
508,508,2894,Aymara,11133,0.62,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,1.0,1.0,0.08,0.31,0.77,0.08,1.0,0.69,0.31,0.69,1.0,0.08,1.0,0.77,1.0,0.54,0.62,0.08,0.31,0.54,0.54,2.0,0.0,,,,
509,509,4089,Ayoréo,11144,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.69,0.77,0.77,0.85,1.0,0.31,0.31,0.08,0.08,0.85,0.77,0.38,0.38,1.0,1.0,0.54,0.08,0.54,0.46,0.31,0.31,0.31,0.77,1.0,1.0,,,1.0,No instruments
510,510,4090,Ayoréo,11144,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.77,0.88,0.92,1.0,0.31,0.31,0.08,0.08,0.38,0.77,0.38,1.0,0.69,1.0,0.77,0.08,0.77,0.62,0.42,0.42,0.31,0.77,1.0,0.0,,,,
511,511,30546,Ayta,30177,0.46,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,1.0,0.08,0.54,0.08,0.31,0.77,0.77,0.35,1.0,0.38,0.54,0.08,1.0,1.0,1.0,1.0,1.0,0.31,0.46,1.0,0.54,0.54,0.77,2.0,1.0,,,,
512,512,30555,Ayta,30177,0.46,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,1.0,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.08,0.54,0.54,0.08,0.54,0.08,0.54,0.08,1.0,0.69,0.08,1.0,1.0,0.65,0.46,0.54,0.77,0.77,1.0,2.0,1.0,,,,
513,513,30556,Ayta,30177,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,1.0,1.0,0.38,0.08,0.08,1.0,0.62,0.08,0.08,0.08,0.77,0.77,0.08,0.54,0.08,0.77,0.08,1.0,0.69,0.08,1.0,1.0,0.42,0.46,0.54,0.77,0.77,1.0,2.0,1.0,,,,
514,514,30553,Ayta,30177,0.42,0.62,0.15,0.08,0.31,0.08,0.31,0.08,0.08,1.0,1.0,0.08,0.23,0.08,1.0,0.77,0.08,1.0,0.08,0.54,0.54,0.08,0.54,0.08,0.54,0.08,0.69,0.69,0.54,1.0,1.0,0.42,0.23,0.54,0.54,0.77,1.0,2.0,1.0,,,,
515,515,30547,Ayta,30177,0.62,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.77,1.0,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.54,1.0,0.08,0.77,0.38,0.54,0.08,1.0,0.69,1.0,0.77,0.54,0.77,0.46,0.54,0.54,0.31,0.77,2.0,1.0,,,,
516,516,30549,Ayta,30177,0.62,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.77,1.0,0.38,0.08,0.08,1.0,0.85,0.54,1.0,0.08,0.77,0.54,0.08,0.54,0.38,0.77,0.08,1.0,0.69,0.54,0.77,0.54,0.31,0.23,0.54,0.54,0.31,1.0,2.0,1.0,,,,
517,517,30554,Ayta,30177,0.62,0.62,0.15,0.54,0.77,0.54,0.31,0.08,0.08,0.54,0.85,0.23,0.23,0.08,0.08,0.92,0.54,0.85,0.08,0.77,0.77,0.08,1.0,0.38,0.54,0.69,0.69,0.69,0.54,0.54,1.0,0.65,0.46,0.54,0.77,0.54,0.54,2.0,1.0,,,,
518,518,30548,Ayta,30177,0.46,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.08,0.77,0.08,1.0,0.08,0.77,0.54,0.46,0.54,0.08,0.77,0.08,1.0,0.69,0.54,1.0,0.08,0.65,0.23,0.54,0.54,0.31,1.0,2.0,1.0,,,,
519,519,30550,Ayta,30177,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.08,0.08,0.08,0.08,0.77,1.0,0.08,0.54,0.08,0.54,0.08,1.0,0.69,0.54,1.0,1.0,0.65,0.23,0.54,0.54,0.77,1.0,2.0,1.0,,,,
520,520,30552,Ayta,30177,0.77,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.85,0.54,1.0,0.08,0.54,0.77,0.08,0.54,0.69,0.54,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
521,521,30551,Ayta,30177,0.54,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.92,0.38,0.08,0.08,0.08,0.54,0.42,1.0,0.08,0.54,0.77,0.08,0.54,0.38,0.54,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.23,0.54,0.54,0.54,0.77,2.0,1.0,,,,
522,522,30664,Ayta,30177,0.77,0.08,0.08,0.88,0.54,0.31,0.08,0.08,0.08,0.77,1.0,0.38,0.08,0.08,1.0,0.08,0.08,0.08,0.31,0.77,0.54,1.0,0.77,0.08,0.31,0.08,1.0,1.0,0.54,0.77,1.0,0.42,0.46,1.0,0.54,0.77,1.0,2.0,1.0,,,,
523,523,2570,Azande,11155,0.38,0.15,0.15,1.0,0.77,0.77,1.0,0.08,0.08,0.31,0.46,0.23,0.46,0.08,1.0,0.77,1.0,1.0,0.31,0.54,0.77,1.0,1.0,0.85,0.31,1.0,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.31,0.77,0.54,0.77,4.0,1.0,,,1.0,No instruments
524,524,238,Azande,11155,0.62,0.92,0.92,1.0,0.54,0.54,0.31,0.31,0.54,0.31,0.85,0.23,0.85,0.54,1.0,0.62,0.54,1.0,0.08,0.31,0.77,0.62,0.77,0.69,0.54,1.0,1.0,0.38,0.54,0.31,1.0,0.77,0.46,0.31,0.31,0.54,0.77,6.0,2.0,1.0,All singers play instruments,2.0,1 kind of instrument
525,525,2578,Azande,11155,0.62,0.15,0.15,1.0,1.0,1.0,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.77,1.0,0.85,0.08,0.54,0.77,0.77,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.77,0.54,0.77,0.54,0.77,8.0,1.0,,,1.0,No instruments
526,526,2571,Azande,11155,0.77,0.23,0.38,1.0,0.77,0.77,1.0,0.08,0.08,0.54,0.46,0.23,0.46,0.08,1.0,0.77,1.0,1.0,0.08,0.77,0.77,1.0,1.0,0.85,0.54,1.0,1.0,0.38,0.54,0.54,1.0,1.0,0.77,0.31,0.54,0.54,0.77,4.0,4.0,,,2.0,1 kind of instrument
527,527,2572,Azande,11155,0.77,0.38,0.46,0.54,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.54,0.69,0.77,0.77,1.0,0.31,0.77,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.38,0.08,0.54,0.54,0.77,0.77,0.31,0.31,0.54,0.77,7.0,4.0,1.0,All singers play instruments,3.0,2 kinds of instruments
528,528,2576,Azande,11155,0.77,1.0,0.38,0.54,1.0,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.77,0.77,1.0,0.08,0.54,0.77,0.08,0.77,1.0,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.54,0.77,9.0,5.0,1.0,All singers play instruments,3.0,2 kinds of instruments
529,529,2579,Azande,11155,0.77,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.77,0.77,0.77,0.85,0.77,1.0,1.0,0.69,0.08,0.54,0.54,0.77,0.77,0.77,0.54,0.31,0.77,8.0,0.0,,,,
530,530,2574,Azande,11155,0.69,0.15,0.15,1.0,1.0,1.0,0.31,0.08,0.08,0.77,0.46,0.23,0.23,0.08,0.85,0.77,0.88,0.85,0.08,0.54,0.77,0.77,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.77,0.54,0.54,0.62,0.54,0.77,0.31,0.77,7.0,1.0,,,1.0,No instruments
531,531,2575,Azande,11155,0.69,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.54,0.77,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.77,0.19,0.42,0.54,0.77,7.0,0.0,,,,
532,532,2577,Azande,11155,0.69,1.0,0.38,1.0,1.0,1.0,1.0,0.77,1.0,0.77,0.46,0.23,0.46,0.85,0.69,0.77,0.77,1.0,0.08,0.77,0.77,0.77,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.77,0.54,0.42,0.62,0.54,0.77,0.54,0.77,9.0,7.0,1.0,All singers play instruments,3.0,2 kinds of instruments
533,533,2573,Azande,11155,0.92,0.38,0.46,0.54,0.77,0.77,1.0,0.77,1.0,0.77,0.46,0.23,0.46,0.54,0.69,0.77,1.0,1.0,0.31,0.54,0.77,0.08,1.0,0.85,0.54,1.0,1.0,0.38,0.08,0.77,1.0,0.54,0.77,0.77,0.77,0.77,0.77,7.0,4.0,1.0,All singers play instruments,3.0,2 kinds of instruments
534,534,730,Azerbaijani,11160,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.08,0.08,0.08,0.31,1.0,0.31,0.08,0.08,0.38,1.0,0.08,0.08,0.69,0.08,0.31,0.08,0.31,0.08,0.31,0.54,0.08,0.31,1.0,1.0,,,1.0,No instruments
535,535,4288,Azerbaijani,11160,0.15,0.92,0.62,0.31,0.08,0.08,1.0,0.54,0.31,0.31,1.0,0.08,1.0,0.38,0.69,0.15,0.77,0.08,0.85,0.77,0.31,0.08,0.08,0.23,1.0,0.08,0.08,0.38,0.08,0.31,0.08,0.08,0.23,0.77,0.54,0.31,0.77,1.0,3.0,1.0,All singers play instruments,3.0,2 kinds of instruments
536,536,4289,Azerbaijani,11160,0.15,0.77,0.46,0.31,0.08,0.08,1.0,0.31,0.77,0.54,0.46,0.08,0.46,0.69,0.69,0.46,0.77,0.38,0.69,0.31,0.31,0.08,0.31,0.69,0.77,1.0,1.0,1.0,0.54,0.54,0.54,0.31,0.77,0.31,0.77,0.31,0.54,1.0,3.0,2.0,Most singers play instruments,3.0,2 kinds of instruments
537,537,4290,Azerbaijani,11160,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,1.0,0.08,1.0,0.46,1.0,0.77,0.77,0.85,0.08,0.31,0.31,0.08,0.31,0.38,0.77,0.08,0.08,0.08,0.08,0.31,0.08,0.31,0.77,0.42,0.42,1.0,0.77,1.0,3.0,2.0,Most singers play instruments,3.0,2 kinds of instruments
538,538,4291,Azerbaijani,11160,0.15,0.85,0.85,0.31,0.08,0.08,1.0,0.54,0.77,0.31,0.46,0.08,0.46,0.85,0.38,0.77,0.77,0.85,0.08,0.31,0.31,0.08,0.08,0.38,0.77,0.38,0.38,0.38,0.08,0.31,0.08,0.08,0.77,0.54,1.0,0.77,0.77,1.0,2.0,1.0,All singers play instruments,2.0,1 kind of instrument
539,539,4292,Azerbaijani,11160,0.15,0.85,0.77,0.31,0.08,0.08,1.0,0.54,0.77,0.31,1.0,0.08,0.46,0.85,0.38,0.38,0.77,0.23,0.08,0.54,0.31,0.08,0.08,0.38,0.77,0.38,0.38,0.38,0.08,0.31,0.08,0.31,0.77,0.54,0.77,0.77,0.77,1.0,2.0,1.0,All singers play instruments,2.0,1 kind of instrument
540,540,4293,Azerbaijani,11160,0.15,0.62,0.85,0.31,0.08,0.08,1.0,0.77,1.0,0.31,0.46,0.08,0.46,0.54,0.38,0.77,0.77,0.38,0.08,0.42,0.31,0.08,0.08,0.38,0.31,0.38,0.38,0.38,0.08,0.31,0.08,0.08,0.77,0.54,1.0,0.77,0.77,1.0,2.0,1.0,All singers play instruments,2.0,1 kind of instrument
541,541,9345,Azerbaijani,11160,0.15,0.62,0.54,0.31,0.08,0.08,0.88,1.0,0.31,0.08,1.0,0.08,1.0,0.38,0.69,0.08,0.77,0.08,0.31,0.77,0.31,0.08,0.08,0.23,0.77,0.08,0.08,0.38,0.54,0.08,0.08,0.42,0.23,0.31,0.54,0.77,0.77,1.0,2.0,,,3.0,2 kinds of instruments
542,542,9356,Azerbaijani,11160,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.08,1.0,0.08,1.0,0.08,0.69,0.0,0.54,1.0,0.08,0.31,0.31,0.08,1.0,0.08,0.31,0.08,0.08,0.38,0.54,0.08,1.0,0.77,0.62,0.54,0.77,0.54,0.31,1.0,1.0,,,1.0,No instruments
543,543,21,Babarisla,11210,0.62,0.15,0.46,0.88,0.77,0.54,0.54,0.31,0.54,0.54,0.85,0.31,0.46,0.23,1.0,0.08,0.08,0.08,0.08,0.31,0.77,0.46,0.54,0.69,1.0,0.08,0.38,0.08,0.54,0.54,1.0,0.77,0.77,0.77,0.31,0.08,0.54,8.0,2.0,1.0,All singers play instruments,1.0,No instruments
544,544,22,Babarisla,11210,0.62,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,1.0,0.38,0.08,0.38,0.08,0.31,0.31,0.46,0.08,0.23,1.0,0.08,1.0,0.08,0.08,0.08,0.54,0.31,0.23,1.0,0.31,0.31,0.77,7.0,0.0,,,,
545,545,9399,Badakhshan,11259,0.08,0.0,0.15,0.0,0.0,0.0,0.31,0.08,0.08,0.0,0.0,0.0,0.69,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,No instruments
546,546,1627,Baden-Württemberg,14562,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.08,0.77,0.77,1.0,0.31,0.31,0.77,0.08,1.0,0.38,0.54,0.69,1.0,1.0,1.0,0.31,1.0,0.54,0.46,0.77,0.54,0.31,0.54,1.0,0.0,,,,
547,547,1628,Baden-Württemberg,14562,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.08,0.54,0.77,0.85,0.85,0.77,0.54,0.08,1.0,0.38,0.54,0.38,1.0,1.0,1.0,0.31,1.0,0.54,0.62,0.77,0.77,0.54,0.54,2.0,0.0,,,,
548,548,1625,Baden-Württemberg,14562,0.46,0.23,0.46,1.0,0.77,0.77,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.54,0.69,0.23,0.54,0.08,0.69,0.77,0.77,0.62,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.62,0.77,0.54,0.54,0.54,5.0,5.0,1.0,All singers play instruments,3.0,2 kinds of instruments
549,549,1730,Baden-Württemberg,14562,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.08,0.46,0.23,0.08,0.08,0.08,0.85,0.54,0.85,0.69,0.77,0.77,0.77,1.0,0.38,0.54,1.0,1.0,1.0,0.54,0.08,1.0,0.77,0.77,0.77,0.54,0.54,0.54,3.0,0.0,,,,
550,550,9580,Baegu,11281,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.85,0.77,1.0,0.31,0.77,1.0,0.08,1.0,0.69,0.31,1.0,0.08,0.69,0.54,0.31,0.54,0.77,0.62,0.54,0.54,1.0,0.31,1.0,0.0,,,,
551,551,9583,Baegu,11281,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.08,0.46,0.08,0.46,0.08,0.69,0.08,1.0,1.0,0.31,0.31,0.77,0.08,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.08,1.0,0.54,0.46,0.77,0.77,0.77,0.54,1.0,1.0,,,2.0,1 kind of instrument
552,552,9582,Baegu,11281,0.46,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.77,1.0,0.46,1.0,0.46,0.85,0.69,0.85,0.19,1.0,0.69,0.77,0.54,1.0,1.0,0.69,0.77,0.38,0.38,0.69,0.54,1.0,1.0,0.31,0.81,0.77,0.77,0.77,0.31,6.0,6.0,4.0,Some singers play instruments,4.0,3 kinds of instruments
553,553,9581,Baegu,11281,0.88,1.0,1.0,1.0,1.0,0.77,1.0,1.0,0.77,1.0,0.46,1.0,0.46,0.85,0.69,0.54,0.31,0.85,0.0,0.77,0.54,1.0,1.0,0.69,0.31,0.69,0.69,0.38,0.08,1.0,0.54,0.77,0.62,0.77,0.77,1.0,1.0,7.0,6.0,3.0,Ensemble 3,2.0,1 kind of instrument
554,554,4199,Baggara,11309,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.85,0.77,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.42,0.08,1.0,0.69,0.54,0.31,1.0,0.77,0.62,0.31,0.31,0.77,0.77,1.0,0.0,,,,
555,555,4201,Baggara,11309,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.54,0.08,1.0,0.85,0.54,0.08,1.0,0.69,1.0,0.31,0.54,0.54,0.62,0.31,0.31,0.54,0.77,1.0,0.0,,,,
556,556,4200,Baggara,11309,0.46,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,1.0,0.85,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.69,0.42,0.08,1.0,0.69,1.0,0.08,1.0,1.0,0.62,0.31,0.08,0.54,0.77,2.0,0.0,,,,
557,557,4202,Baggara,11309,0.77,0.23,0.46,0.54,0.54,0.54,0.54,1.0,0.77,0.77,0.46,0.23,0.46,1.0,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.77,0.69,1.0,1.0,1.0,0.77,0.54,0.31,0.62,0.31,0.42,0.31,0.77,5.0,5.0,1.0,All singers play instruments,1.0,No instruments
558,558,4203,Baggara,11309,0.77,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.23,0.69,0.46,0.77,0.46,0.08,0.54,0.54,0.08,0.77,0.85,0.88,0.38,1.0,0.69,1.0,0.54,0.54,0.31,0.46,0.31,0.19,0.31,0.54,3.0,0.0,,,,
559,559,4205,Baggara,11309,0.77,1.0,0.85,0.54,0.54,0.54,1.0,1.0,0.77,0.54,0.46,0.23,0.35,0.69,0.69,0.62,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.54,0.54,0.42,0.35,0.42,0.42,0.42,0.77,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
560,560,4207,Baggara,11309,0.77,1.0,0.85,0.54,0.54,0.77,0.54,1.0,0.77,0.54,0.46,0.23,0.35,0.54,0.69,0.62,0.88,0.92,0.08,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.46,0.31,0.42,0.54,0.77,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
561,561,4208,Baggara,11309,0.77,1.0,0.85,0.54,0.54,0.54,1.0,1.0,0.77,0.54,0.46,0.23,0.35,0.69,0.69,0.62,0.77,0.85,0.31,0.54,0.54,0.08,0.77,0.69,0.42,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.62,0.31,0.31,0.54,0.77,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
562,562,4204,Baggara,11309,0.85,1.0,0.85,0.54,0.31,0.31,1.0,1.0,0.77,0.54,0.46,0.23,0.35,0.69,0.69,0.62,0.88,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.54,0.88,0.62,0.31,0.42,0.54,0.77,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
563,563,4206,Baggara,11309,0.88,1.0,0.85,1.0,0.54,0.54,1.0,1.0,0.77,0.54,0.46,0.69,0.35,0.69,0.69,0.69,0.77,0.85,0.31,0.77,0.54,0.23,0.54,0.85,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.77,0.62,0.31,0.31,0.42,1.0,5.0,4.0,1.0,All singers play instruments,1.0,No instruments
564,564,635,Bagheria,25543,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.77,0.08,0.85,0.08,0.54,0.54,0.08,0.54,0.38,1.0,0.08,1.0,0.38,0.08,0.08,1.0,0.08,0.62,0.31,0.31,0.31,0.77,1.0,0.0,,,,
565,565,2847,Bagheria,25543,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.85,0.08,0.19,0.38,0.08,0.54,0.31,0.08,0.54,0.08,0.77,0.08,1.0,0.38,0.08,0.08,0.08,0.42,0.23,0.08,0.54,0.31,0.77,1.0,0.0,,,,
566,566,439,Bahima,11342,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,1.0,0.08,0.08,0.08,1.0,0.62,0.54,1.0,0.08,0.54,0.31,0.08,0.31,0.38,0.31,0.08,1.0,0.69,0.54,1.0,0.54,0.54,0.23,0.08,0.31,0.54,0.54,1.0,0.0,,,,
567,567,431,Bahima,11342,0.77,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.08,0.35,0.08,1.0,0.08,0.77,0.31,0.08,0.31,0.23,0.54,0.08,1.0,0.69,0.54,0.54,0.54,0.77,0.23,0.08,0.31,0.54,0.54,2.0,0.0,,,,
568,568,432,Bahima,11342,0.77,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.38,0.77,0.46,0.08,0.31,0.54,0.08,0.77,0.85,0.31,1.0,1.0,0.69,1.0,0.54,1.0,0.77,0.23,0.08,0.31,0.77,0.54,2.0,0.0,,,,
569,569,437,Bahima,11342,0.77,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.35,0.54,1.0,0.19,0.54,0.31,0.08,0.54,0.38,0.54,0.08,1.0,1.0,0.54,0.54,0.54,0.77,0.35,0.08,0.54,0.77,0.54,2.0,0.0,,,,
