,Unnamed: 0,song_id,Preferred_name,society_id,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,orv_1,orv_2,ensemble_value_id,ensemble_value_label,instrument_value_id,instrument_value_label
5678,5678,275,Xhosa Ngqika,28821,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.85,0.08,1.0,0.23,1.0,0.08,0.08,0.54,0.54,0.08,1.0,0.69,0.08,1.0,1.0,0.69,1.0,0.31,1.0,0.54,0.77,1.0,1.0,1.0,0.77,1.0,1.0,,,1.0,No instruments
5679,5679,273,Xhosa Ngqika,28821,0.77,0.23,0.46,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.46,0.23,0.23,0.23,1.0,0.77,1.0,0.85,0.08,0.31,0.54,0.62,1.0,0.69,0.31,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.77,1.0,0.54,0.54,0.54,5.0,5.0,1.0,All singers play instruments,1.0,No instruments
5680,5680,274,Xhosa Ngqika,28821,0.77,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,1.0,0.62,0.54,0.85,0.08,0.54,0.77,0.77,1.0,0.69,0.54,1.0,1.0,0.69,1.0,0.31,1.0,1.0,0.81,1.0,0.54,0.31,0.31,7.0,0.0,,,,
5681,5681,9036,Xibo,28826,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.23,0.85,0.54,1.0,0.31,0.77,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,1.0,0.31,0.08,0.54,0.46,0.54,0.31,0.54,0.54,1.0,0.0,,,,
5682,5682,1530,Xus,27303,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,1.0,0.85,0.08,0.23,0.08,0.69,0.23,0.54,0.08,0.31,0.54,0.77,0.08,0.54,0.69,0.54,1.0,1.0,0.69,0.54,1.0,0.54,0.54,0.46,0.31,0.54,0.31,0.77,1.0,1.0,,,1.0,No instruments
5683,5683,9939,Xus,27303,1.0,0.15,0.15,0.88,0.54,0.54,0.31,0.08,0.08,1.0,0.69,0.23,0.23,0.08,0.69,0.31,0.31,0.62,0.08,0.77,0.31,0.23,0.31,0.85,0.42,0.69,1.0,1.0,0.54,1.0,0.08,0.77,1.0,0.54,0.31,0.31,0.77,4.0,1.0,,,1.0,No instruments
5684,5684,133,Yagua,28843,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,1.0,0.08,0.08,0.08,0.38,0.38,0.54,0.62,0.08,0.77,0.54,0.08,1.0,0.23,0.31,0.08,1.0,0.69,1.0,0.54,1.0,1.0,0.62,0.77,0.54,1.0,0.54,1.0,0.0,,,,
5685,5685,764,Yagua,28843,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.38,0.15,0.08,0.23,0.85,1.0,0.77,0.08,0.54,0.23,0.31,0.38,1.0,0.69,0.54,0.54,0.08,1.0,0.23,0.08,0.31,0.77,1.0,1.0,0.0,,,,
5686,5686,765,Yagua,28843,0.92,0.08,0.08,0.88,0.54,0.19,0.08,0.08,0.08,0.54,0.85,1.0,0.08,0.08,0.69,0.15,0.31,0.08,0.08,0.77,0.77,1.0,0.77,1.0,0.42,0.69,1.0,0.69,1.0,0.54,0.54,0.77,0.35,0.08,0.08,0.77,0.77,5.0,0.0,,,,
5687,5687,2068,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.46,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.08,0.54,0.08,0.77,0.38,0.54,1.0,1.0,0.69,0.54,1.0,0.54,0.42,0.46,0.31,0.31,0.31,0.54,1.0,0.0,,,,
5688,5688,2069,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.46,0.08,0.08,0.08,0.69,0.92,0.77,0.85,0.69,0.08,0.08,0.08,1.0,0.69,0.54,0.69,1.0,1.0,1.0,1.0,1.0,0.54,0.46,0.31,0.31,0.54,0.54,1.0,0.0,,,,
5689,5689,2070,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.85,0.08,0.08,0.08,0.69,0.85,0.77,1.0,0.31,0.31,0.31,0.08,0.77,0.38,0.54,1.0,1.0,0.38,0.54,1.0,1.0,0.54,0.23,0.31,0.08,0.54,0.77,1.0,0.0,,,,
5690,5690,2071,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.85,0.31,0.85,1.0,0.31,0.31,0.08,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.77,0.08,0.54,0.46,0.54,0.54,0.54,0.77,1.0,0.0,,,,
5691,5691,2072,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.85,0.31,1.0,1.0,0.31,0.31,0.08,0.54,0.38,0.54,0.38,1.0,0.38,0.54,0.77,0.08,0.54,0.46,0.31,0.31,0.54,0.54,1.0,0.0,,,,
5692,5692,2074,Yahgan,28865,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.69,0.54,1.0,0.08,0.31,0.54,0.08,1.0,0.69,0.54,0.69,1.0,0.69,0.54,0.77,0.54,0.54,0.46,0.31,0.31,0.77,0.54,1.0,0.0,,,,
5693,5693,2073,Yahgan,28865,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.08,0.31,0.54,0.62,0.77,0.38,0.54,1.0,1.0,0.69,0.08,0.77,0.08,0.77,0.46,0.31,0.31,0.54,1.0,4.0,0.0,,,,
5694,5694,3476,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.62,0.88,0.85,0.31,0.77,0.77,0.08,0.08,1.0,0.77,1.0,1.0,1.0,0.54,0.31,0.08,0.42,0.77,1.0,0.31,0.08,0.08,1.0,0.0,,,,
5695,5695,3477,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.42,0.54,0.85,0.31,0.31,0.77,0.08,0.31,0.23,0.54,0.08,1.0,0.69,0.08,0.08,0.08,0.54,1.0,1.0,0.54,0.77,0.54,1.0,0.0,,,,
5696,5696,3478,Yakut,28898,0.15,0.08,0.08,1.0,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.77,1.0,1.0,0.08,0.54,1.0,0.62,0.54,0.69,0.77,0.69,1.0,0.69,0.54,0.54,0.08,0.42,0.88,1.0,1.0,0.31,0.54,1.0,0.0,,,,
5697,5697,3479,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.85,0.77,1.0,0.08,0.31,1.0,0.08,0.54,0.69,0.54,1.0,1.0,0.69,0.54,0.31,0.08,0.42,0.77,1.0,0.77,0.54,0.31,1.0,0.0,,,,
5698,5698,3480,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.08,0.62,0.77,0.85,0.69,0.54,0.54,0.08,0.31,0.38,0.77,0.69,1.0,1.0,0.54,0.31,0.08,0.77,0.88,1.0,0.54,0.42,0.54,1.0,0.0,,,,
5699,5699,3481,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.85,0.77,1.0,1.0,0.31,0.77,0.08,0.77,0.77,0.54,1.0,1.0,1.0,0.54,0.54,0.54,0.54,0.62,0.54,0.77,0.31,0.77,1.0,0.0,,,,
5700,5700,3482,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,1.0,0.62,0.77,0.85,0.69,0.54,1.0,0.08,0.08,0.38,0.54,0.38,1.0,0.69,0.54,0.54,0.08,0.77,1.0,1.0,0.08,0.54,0.54,1.0,0.0,,,,
5701,5701,3483,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.46,0.08,0.08,0.08,0.08,0.23,0.88,0.08,0.08,0.31,0.77,0.08,0.54,0.38,0.77,1.0,1.0,1.0,1.0,0.77,0.08,0.54,0.81,1.0,0.88,0.31,0.31,1.0,0.0,,,,
5702,5702,3484,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,1.0,0.85,0.54,1.0,0.08,0.31,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.31,0.08,0.77,0.77,0.77,0.77,0.31,0.54,1.0,0.0,,,,
5703,5703,3485,Yakut,28898,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.85,0.77,1.0,0.85,0.54,1.0,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.08,0.54,0.62,0.77,0.77,0.31,0.54,1.0,0.0,,,,
5704,5704,2859,Yakut,28898,0.62,0.08,0.08,0.88,0.54,0.31,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.62,0.77,1.0,0.85,0.31,0.77,0.23,1.0,0.85,0.77,1.0,1.0,0.69,0.54,0.77,0.08,0.42,0.81,0.31,0.54,0.31,0.77,6.0,0.0,,,,
5705,5705,2860,Yakut,28898,0.62,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.77,1.0,0.38,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.31,0.54,0.08,0.31,0.08,0.54,0.08,1.0,0.69,0.54,0.77,0.08,0.77,1.0,0.31,0.31,0.54,0.54,6.0,0.0,,,,
5706,5706,2861,Yakut,28898,0.62,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.31,1.0,0.08,1.0,0.85,0.77,1.0,1.0,1.0,1.0,0.77,1.0,0.77,0.62,0.31,0.77,0.31,0.54,6.0,0.0,,,,
5707,5707,9813,Yali,28914,0.92,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.46,0.23,0.08,0.08,0.85,0.62,0.77,0.85,0.0,0.54,0.77,0.77,1.0,0.69,0.77,0.38,0.08,1.0,0.54,1.0,1.0,0.54,0.62,0.31,0.77,0.31,1.0,9.0,0.0,,,,
5708,5708,9817,Yali,28914,0.92,0.62,0.15,1.0,0.77,0.77,0.31,0.08,0.08,0.77,0.85,0.23,1.0,0.08,0.69,0.85,0.77,0.85,0.85,0.54,0.54,0.62,1.0,0.85,0.77,0.69,0.08,1.0,1.0,0.77,1.0,0.54,0.62,0.42,0.54,0.42,1.0,7.0,1.0,,,1.0,No instruments
5709,5709,9812,Yali,28914,0.88,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.69,0.77,0.31,0.77,1.0,0.38,0.77,1.0,0.08,0.69,0.54,1.0,1.0,0.31,0.62,0.42,0.54,0.31,1.0,7.0,0.0,,,,
5710,5710,9811,Yali,28914,1.0,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,0.69,1.0,0.08,0.08,0.69,1.0,1.0,1.0,0.69,0.54,0.31,0.77,1.0,0.69,0.77,1.0,0.08,1.0,1.0,0.77,1.0,0.42,0.62,0.77,0.77,0.31,0.77,7.0,0.0,,,,
5711,5711,9814,Yali,28914,0.96,0.69,0.62,1.0,1.0,0.77,0.77,0.77,0.31,0.54,0.85,0.23,1.0,0.38,0.69,0.69,0.77,0.85,0.31,0.54,0.77,0.88,1.0,0.69,1.0,0.38,0.08,0.38,0.54,0.54,0.54,0.42,0.62,0.54,0.54,0.08,1.0,9.0,9.0,1.0,All singers play instruments,1.0,No instruments
5712,5712,9815,Yali,28914,0.96,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.77,1.0,0.08,0.08,0.69,0.85,0.77,0.85,0.69,0.54,0.77,0.62,0.77,0.69,0.77,1.0,0.08,0.69,0.08,0.77,1.0,0.42,0.62,0.42,0.77,0.31,1.0,6.0,0.0,,,,
5713,5713,9816,Yali,28914,0.96,0.69,0.62,0.77,0.77,0.54,0.77,0.77,0.08,0.77,0.85,0.69,1.0,0.08,0.69,0.92,0.31,1.0,0.69,0.31,0.77,0.08,1.0,0.69,0.77,0.38,0.08,0.69,0.54,0.77,0.54,0.31,0.81,0.31,0.31,0.08,1.0,7.0,7.0,1.0,All singers play instruments,1.0,No instruments
5714,5714,9307,Yambon,30059,0.08,0.0,0.69,0.0,0.0,0.0,0.54,0.77,0.54,0.0,0.0,0.0,0.46,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,All singers play instruments,1.0,No instruments
5715,5715,9957,Yambon,30059,0.77,0.23,0.46,1.0,0.77,0.54,0.54,1.0,0.54,0.54,0.85,0.38,0.23,0.23,0.69,0.85,0.19,0.85,0.19,0.08,0.31,0.23,1.0,0.85,0.77,1.0,0.85,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.54,0.77,6.0,6.0,1.0,All singers play instruments,1.0,No instruments
5716,5716,30229,Yami,30186,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.38,0.31,0.38,0.31,0.31,0.31,0.08,0.54,0.23,0.54,0.08,1.0,0.38,0.54,0.08,0.54,0.54,0.23,0.54,0.77,0.31,0.77,2.0,1.0,,,,
5717,5717,30234,Yami,30186,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.31,0.31,0.08,1.0,0.69,0.54,0.38,0.08,0.38,1.0,0.08,0.08,0.54,0.23,0.54,0.77,0.54,0.54,2.0,1.0,,,,
5718,5718,30235,Yami,30186,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,1.0,0.08,0.23,0.08,0.69,0.92,0.08,1.0,0.08,0.31,0.31,0.08,0.77,0.23,0.54,0.08,1.0,0.08,0.08,0.54,0.54,0.54,0.23,0.31,0.77,0.77,1.0,2.0,1.0,,,,
5719,5719,30651,Yami,30186,0.38,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.69,0.31,0.31,0.08,1.0,0.38,0.31,0.69,1.0,0.69,1.0,0.08,1.0,0.54,0.46,0.31,0.31,0.77,0.77,2.0,1.0,,,,
5720,5720,30228,Yami,30186,0.46,0.62,0.62,0.77,0.77,0.31,0.77,0.77,0.31,0.31,1.0,0.38,0.23,0.38,0.69,0.08,0.31,0.08,0.08,0.31,0.31,0.08,0.54,0.23,0.31,0.08,0.08,0.38,0.08,0.31,1.0,0.77,0.23,0.77,0.54,1.0,1.0,2.0,1.0,,,,
5721,5721,30230,Yami,30186,0.46,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.08,0.85,0.08,0.31,0.31,0.08,0.77,0.38,0.31,0.38,1.0,0.38,1.0,0.54,1.0,0.77,0.23,0.54,0.54,0.31,0.77,2.0,1.0,,,,
5722,5722,30231,Yami,30186,0.46,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.31,1.0,0.38,0.08,0.08,0.69,0.38,0.31,0.38,0.08,0.31,0.31,0.08,0.31,0.08,0.31,0.08,1.0,0.38,0.08,0.31,1.0,0.77,0.23,0.54,0.54,0.77,1.0,2.0,1.0,,,,
5723,5723,30232,Yami,30186,0.46,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,1.0,0.69,0.31,0.38,1.0,0.69,1.0,0.08,1.0,0.54,0.23,0.54,0.77,0.54,1.0,2.0,1.0,,,,
5724,5724,30233,Yami,30186,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.08,0.54,0.08,1.0,0.85,0.31,0.38,1.0,0.69,1.0,0.31,1.0,0.54,0.23,0.77,0.54,0.77,0.77,2.0,1.0,,,,
5725,5725,30296,Yami,30186,0.46,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.08,0.54,0.69,0.31,0.38,0.08,0.38,1.0,0.08,1.0,0.77,0.23,0.31,0.77,0.77,0.31,2.0,1.0,,,,
5726,5726,30297,Yami,30186,0.46,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.31,0.46,0.08,0.31,0.31,0.08,0.54,0.69,0.31,0.38,0.08,0.69,1.0,0.08,1.0,0.77,0.23,0.31,0.77,0.77,0.31,2.0,1.0,,,,
5727,5727,30298,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.31,0.08,0.08,0.08,0.08,0.46,0.23,0.08,0.08,1.0,0.92,0.54,1.0,0.08,0.31,0.31,0.08,1.0,0.69,0.31,0.69,0.08,0.69,1.0,0.08,1.0,0.77,0.23,0.31,0.77,0.54,0.31,2.0,1.0,,,,
5728,5728,30361,Yami,30186,0.46,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.54,0.46,0.38,0.08,0.08,0.69,0.85,1.0,1.0,1.0,0.31,0.31,0.08,0.54,0.85,0.54,0.69,1.0,0.08,0.54,0.54,0.54,0.54,0.23,0.31,0.54,0.77,1.0,2.0,1.0,,,,
5729,5729,30363,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.69,0.08,0.85,0.08,0.31,0.31,0.08,0.54,0.69,0.54,0.69,1.0,0.38,1.0,0.54,0.54,0.54,0.23,0.31,0.54,0.31,0.77,2.0,1.0,,,,
5730,5730,30365,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.31,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.08,0.31,0.31,0.08,1.0,0.85,0.54,1.0,1.0,0.38,0.54,0.31,1.0,0.54,0.23,0.54,0.31,0.54,0.77,2.0,1.0,,,,
5731,5731,30618,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.31,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.85,0.77,1.0,0.08,0.31,0.77,0.08,1.0,0.38,0.31,0.69,1.0,0.38,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.77,1.0,2.0,1.0,,,,
5732,5732,30621,Yami,30186,0.46,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.85,0.08,1.0,0.08,0.31,0.31,0.08,0.31,0.38,0.54,0.08,1.0,0.38,0.54,0.31,1.0,0.54,0.46,0.31,0.31,0.77,0.77,2.0,1.0,,,,
5733,5733,30624,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.31,0.54,0.08,1.0,0.38,0.54,0.69,1.0,0.38,0.54,0.77,1.0,0.54,0.46,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5734,5734,30626,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.31,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.46,0.77,0.46,0.08,0.31,0.31,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5735,5735,30629,Yami,30186,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,0.69,0.85,0.31,1.0,1.0,0.31,0.31,0.08,1.0,0.85,0.54,1.0,1.0,0.08,1.0,0.77,1.0,0.54,0.46,0.31,0.31,0.31,0.77,2.0,1.0,,,,
5736,5736,30630,Yami,30186,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.08,0.08,0.62,0.08,0.31,0.54,0.08,0.77,0.08,0.31,0.08,1.0,0.38,0.08,0.54,1.0,0.54,0.46,0.31,0.31,1.0,1.0,2.0,1.0,,,,
5737,5737,30652,Yami,30186,0.46,0.23,0.46,0.54,0.77,0.31,0.54,1.0,0.77,0.77,1.0,0.23,0.23,0.23,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,0.54,0.38,0.54,0.08,0.69,0.08,0.54,0.77,1.0,0.54,0.46,0.54,0.77,0.54,1.0,2.0,1.0,,,,
5738,5738,30653,Yami,30186,0.46,0.23,0.46,0.54,0.77,0.77,0.54,1.0,1.0,0.77,0.85,0.23,0.23,0.23,0.69,0.85,0.77,1.0,0.69,0.08,0.08,0.08,1.0,0.85,0.54,1.0,1.0,0.38,1.0,0.77,1.0,0.54,0.46,0.54,0.77,0.31,0.77,2.0,1.0,,,,
5739,5739,30362,Yami,30186,0.62,0.62,0.46,0.77,0.77,0.31,0.54,1.0,0.31,0.08,1.0,0.38,0.23,0.08,0.69,0.08,0.08,0.08,0.31,0.31,0.31,0.08,0.31,0.23,0.54,0.08,0.69,0.08,0.08,0.08,0.08,0.54,0.23,0.31,0.31,0.77,1.0,2.0,1.0,,,,
5740,5740,30619,Yami,30186,0.62,0.23,0.46,0.77,0.77,0.31,0.54,0.77,0.31,0.77,0.92,0.38,0.23,0.23,0.69,0.08,0.08,0.08,0.08,0.31,0.31,0.08,0.31,0.23,0.54,0.38,0.69,0.08,0.08,0.77,0.08,0.54,0.23,0.31,0.31,0.77,1.0,2.0,1.0,,,,
5741,5741,30620,Yami,30186,0.62,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.31,1.0,0.38,0.08,0.08,0.69,0.62,0.31,0.85,0.69,0.31,0.31,0.08,0.31,0.23,0.54,0.08,1.0,0.38,1.0,0.31,1.0,0.54,0.23,0.31,0.31,0.54,1.0,2.0,1.0,,,,
5742,5742,30622,Yami,30186,0.62,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.08,0.31,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.38,0.54,0.54,0.08,0.31,0.23,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5743,5743,30623,Yami,30186,0.62,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.31,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.38,0.54,0.54,0.08,0.31,0.23,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5744,5744,30625,Yami,30186,0.62,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.85,0.08,1.0,0.08,0.31,0.31,0.08,0.54,0.23,0.31,0.08,1.0,0.38,1.0,0.08,0.08,0.54,0.23,0.31,0.31,0.77,0.77,2.0,1.0,,,,
5745,5745,30628,Yami,30186,0.62,0.08,0.08,0.77,0.77,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.85,0.31,1.0,0.31,0.31,0.54,0.08,0.54,0.38,0.31,0.08,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5746,5746,30650,Yami,30186,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.08,0.77,0.08,0.08,0.31,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.08,1.0,0.54,1.0,0.54,0.46,0.31,0.31,0.54,0.77,2.0,1.0,,,,
5747,5747,30627,Yami,30186,1.0,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,1.0,1.0,1.0,0.69,0.08,0.31,1.0,1.0,0.85,0.77,0.69,1.0,0.08,1.0,1.0,1.0,0.54,0.46,0.54,0.54,0.31,1.0,0.0,1.0,,,,
5748,5748,30364,Yami,30186,0.73,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.77,1.0,1.0,0.08,0.08,0.69,0.08,1.0,0.08,0.69,0.31,0.19,0.08,1.0,0.85,1.0,0.08,1.0,0.08,1.0,0.77,1.0,0.31,0.08,1.0,0.08,0.08,1.0,0.0,1.0,,,,
5749,5749,9019,Yao,28969,0.38,0.08,0.08,1.0,0.31,0.54,0.08,0.08,0.0,0.31,1.0,1.0,1.0,0.08,0.69,0.85,0.42,0.85,0.69,0.77,0.31,0.77,0.54,0.38,0.54,0.08,1.0,0.38,0.54,0.31,0.54,0.54,0.35,0.31,0.42,0.54,0.77,2.0,0.0,,,,
5750,5750,9020,Yao,28969,0.77,0.08,0.08,0.77,0.31,0.08,0.08,0.08,0.0,0.54,1.0,0.38,0.08,0.08,0.85,0.85,0.42,0.85,0.69,0.54,0.31,0.08,0.54,0.23,0.77,0.08,1.0,0.08,0.08,0.54,0.08,0.54,0.23,0.31,0.42,0.54,0.54,2.0,0.0,,,,
5751,5751,9021,Yao,28969,0.77,0.08,0.08,0.88,0.31,0.08,0.08,0.31,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.85,0.31,0.85,0.08,0.31,0.31,0.46,0.54,0.38,0.77,0.08,1.0,0.38,0.08,0.54,0.54,0.54,0.23,0.31,0.42,0.54,0.31,2.0,0.0,,,,
5752,5752,1971,Yap,28975,0.46,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.54,0.08,0.77,0.38,1.0,0.69,1.0,0.38,0.54,0.77,0.54,0.54,0.46,0.31,0.54,0.54,0.54,7.0,0.0,,,,
5753,5753,1973,Yap,28975,0.46,0.23,0.46,0.54,0.54,0.77,0.54,1.0,0.54,0.77,0.85,0.08,0.23,0.23,0.69,0.77,0.31,1.0,0.08,0.31,0.54,0.08,0.54,0.23,0.77,0.38,0.38,0.38,0.54,0.77,1.0,0.54,0.23,0.08,0.31,0.54,0.31,2.0,5.0,1.0,All singers play instruments,1.0,No instruments
5754,5754,1975,Yap,28975,0.46,0.23,0.46,1.0,0.54,0.77,0.54,1.0,0.54,0.54,0.85,0.23,0.46,0.23,0.69,0.62,0.08,1.0,0.31,0.31,0.54,0.62,1.0,0.38,0.54,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.54,0.54,7.0,7.0,1.0,All singers play instruments,1.0,No instruments
