"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","Language_family","line23_col","stratification_col","line4_col","line22_col"
"1617","Af33","xd212",NA,"Ekiti","ekit1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1618","Af34","xd213",NA,"Ife","ifee1241","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1619","Af36","xd215",NA,"Ewe","aguu1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1620","Af39","xd218",NA,"Anyi","anyi1245","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1621","Af40","xd220",NA,"Assini","abur1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1622","Af41","xd221",NA,"Attie","atti1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1623","Af6","xd240",NA,"Oyo Yoruba","ilaa1245","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1624","Af8","xd242",NA,"Nupe","nupe1254","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1625","Ag22","xd258",NA,"Serer","sere1260","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1626","Ag23","xd259",NA,"Kasonke","xaas1235","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1627","Ag25","xd261",NA,"Soninke","soni1259","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1628","Ag3","xd266",NA,"Dogon","bank1259","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1629","Ag45","xd283",NA,"Gurma","gour1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1630","Ag47","xd285",NA,"Mossi (Ouagadougou)","moss1236","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1631","Ag6","xd294",NA,"Futajalonke","pula1262","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1632","Ag9","xd297",NA,"Malinke","kita1249","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1633","Ah2","xd309",NA,"Jukun","juku1254","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1634","Ah8","xd335",NA,"Bafute","vute1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1635","Ai11","xd339",NA,"Mangbetu","nucl1420","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1636","Ca10","xd416",NA,"Esa","nort3051","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1637","Ca12","xd418",NA,"Gibe","west2721","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1638","Ca2","xd426",NA,"Somali","nort3051","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1639","Ca29","xd436",NA,"Yem","toba1264","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1640","Ca30","xd438",NA,"Kafa","kafa1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1641","Ca42","xd451",NA,"Shako","shek1245","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1642","Cb15","xd464",NA,"Messiria Humr","tama1331","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1643","Cb18","xd467",NA,"Kanembu","kane1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1644","Cb19","xd468",NA,"Kanuri","cent2050","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1645","Cb23","xd473",NA,"Tukulor","pula1263","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1646","Cb6","xd483",NA,"Tera","tera1251","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1647","Cb7","xd484",NA,"Bolewa","nucl1695","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1648","Cc14","xd492",NA,"Daza","daza1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1649","Cc2","xd498",NA,"Teda","teda1241","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1650","Cd11","xd509",NA,"Guanche","guan1277","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1651","Ce2","xd529",NA,"Portuguese","gali1257","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1652","Ce3","xd530",NA,"Ancient Romans","lati1261","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1653","Ce4","xd531",NA,"French Basques","labo1236","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1654","Ce5","xd532",NA,"Neapolitans","neap1235","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1655","Ce7","xd534",NA,"Greeks","mode1248","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1656","Ce8","xd535",NA,"Spanish Basques","west1508","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1657","Cf1","xd536",NA,"New Englanders","stan1293","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1658","Cg2","xd542",NA,"Icelanders","icel1247","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1659","ch15","xd552",NA,"Erzya Mordvins","erzy1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1660","ch20","xd558",NA,"Kazan tatar","midd1325","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1661","ch22","xd560",NA,"Lithuanian Karaim","kara1464","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1662","ch23","xd561",NA,"Lithuanian Tatar","west2405","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1663","ch25","xd563",NA,"Moldovans","mold1248","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1664","Ch4","xd568",NA,"Mari","east2328","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1665","Ch7","xd571",NA,"Ukranians","east2270","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1666","Ci4","xd580",NA,"Cherkess","kaba1278","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1667","Cj2","xd588",NA,"Rwala","east2690","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1668","Cj3","xd589",NA,"Hebrews","anci1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1669","Cj4","xd590",NA,"Babylonians","akka1240","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1670","Cj9","xd595",NA,"Yemeni","sana1295","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1671","Ea10","xd597",NA,"Marri","east2304","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1672","Ea13","xd600",NA,"Punjabi","west2386","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1673","Ea5","xd604",NA,"Nuristani","kamv1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1674","Eb3","xd611",NA,"Khalka","halh1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1675","Eb7","xd615",NA,"Chahar","peri1253","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1676","Ed5","xd648",NA,"Japanese","nucl1643","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1677","Ed6","xd649",NA,"Min Chinese","chao1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1678","Eg3","xd679",NA,"Madia","mari1414","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1679","Eh9","xd695",NA,"Antaisaka","tesa1236","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1680","Ei19","xd706",NA,"Chin","asho1236","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1681","Ei4","xd710",NA,"Maras","mara1382","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1682","Ei5","xd711",NA,"Kachin","kach1280","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1683","Ei8","xd714",NA,"Khasi","khas1269","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1684","Ej5","xd727",NA,"Khmer","cent1989","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1685","Ej8","xd730",NA,"Malays","mala1479","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1686","Ia12","xd735",NA,"Sugbuanon","cebu1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1687","Ia8","xd748",NA,"Bontok","cent2292","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1688","Ic11","xd761",NA,"Ambonese","ambo1250","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1689","Ic4","xd766",NA,"Rotinese","term1237","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1690","Ic6","xd768",NA,"Tanimbarese","sela1259","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1691","Ic7","xd769",NA,"Ili-Mandiri","lama1277","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1692","Ic9","xd771",NA,"Sumbanese","kamb1299","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1693","Ih7","xd873",NA,"Lifu","dehu1237","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1694","Ij9","xd898",NA,"Easter Islanders","rapa1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1695","Na10","xd1027",NA,"Chugach","chug1254","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1696","Na19","xd1035",NA,"Dakelh","carr1249","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1697","Na9","xd1067",NA,"Aleut","east2533","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1698","Nb1","xd1068",NA,"Haida","nort2938","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1699","Nb10","xd1069",NA,"Alkatcho","sout2958","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1700","Nb15","xd1074",NA,"Lummi","lumm1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1701","Nb16","xd1075",NA,"Klallam","clal1241","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1702","Nb18","xd1077",NA,"Quileute","quil1240","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1703","Nb19","xd1078",NA,"Lower Chinook","chin1286","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1704","Nb22","xd1082",NA,"Tlingit","tlin1245","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1705","Nb23","xd1083",NA,"Heiltsuk","bell1263","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1706","Nb24","xd1084",NA,"Makah","maka1318","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1707","Nb25","xd1085",NA,"Quinault","quin1251","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1708","Nb27","xd1087",NA,"Stó:lō","chil1281","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1709","Nb7","xd1104",NA,"Tsimshian","nucl1649","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1710","Nb8","xd1105",NA,"Haisla","hais1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1711","Nb9","xd1106",NA,"Nuxalk","bell1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1712","Nf8","xd1242",NA,"Hasinai","cadd1256","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1713","Nj2","xd1301",NA,"Aztec","clas1250","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1714","Sa11","xd1311",NA,"Kaqchikel","kaqc1270","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1715","Sa13","xd1313",NA,"K'iche'","kich1262","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1716","Sa3","xd1319",NA,"Ch'orti'","chor1273","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1717","Sb8","xd1333",NA,"Taíno","tain1254","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1718","Se7","xd1371",NA,"Camba","chiq1248","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1719","Sf1","xd1374",NA,"Inca","cusc1236","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1720","Sf6","xd1379",NA,"Muisca","chib1270","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1721","Sh2","xd1389",NA,"Terena","tere1279","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1722","Sh3","xd1390",NA,"Abipón","abip1241","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1723","Sh4","xd1391",NA,"Kadiwéu","kadi1248","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1724","Sh6","xd1393",NA,"Chamacoco","cham1315","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1725","Ab13","xd14",NA,"Tswana","tswa1253","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1726","Ab9","xd32",NA,"Ndebele","nort2795","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1727","Ac4","xd66",NA,"Kuba","bush1247","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1728","Ae15","xd133",NA,"Hunde","hund1239","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1729","Ae8","xd184",NA,"Rundi","rund1242","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1730","Ag2","xd255",NA,"Mossi (Yatenga)","moss1236","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1731","Aj15","xd390",NA,"Kuku","kuku1285","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1732","Ca39","xd447",NA,"Jimma","west2721","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1733","Cb22","xd472",NA,"Liptako","west2454","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1734","Cb3","xd480",NA,"Songhai","koyr1242","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1735","Cc1","xd487",NA,"Regeibat","hass1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1736","Cc10","xd488",NA,"Asben","taya1257","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1737","Cc12","xd490",NA,"Ifora","tadh1242","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1738","Cc15","xd493",NA,"Drawa","susi1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1739","Cc16","xd494",NA,"Chaambra","algi1247","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1740","Cc17","xd495",NA,"Delim","hass1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1741","Cc18","xd496",NA,"Kunta","hass1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1742","Cc19","xd497",NA,"Trarza","hass1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1743","Cc20","xd499",NA,"Zenaga","zena1248","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1744","Cc4","xd501",NA,"Mzab","tumz1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1745","Cc5","xd502",NA,"Kel Antessar","timb1263","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1746","Cc7","xd504",NA,"Barabish","hass1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1747","Cc8","xd505",NA,"Aulliminden","ioul1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1748","Cc9","xd506",NA,"Tuareg Ahaggar","hogg1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1749","Cd12","xd510",NA,"Algerians","algi1247","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1750","Cd16","xd514",NA,"Moroccans","sout3117","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1751","Cf2","xd537",NA,"Boers","afri1274","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1752","Ea11","xd598",NA,"Ghilzai","ghil1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1753","Ea2","xd601",NA,"Yusufzai","yusu1238","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1754","Ed1","xd638",NA,"Koreans","kore1280","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1755","Ee8","xd660",NA,"Magar","west2418","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1756","Ef5","xd667",NA,"Bhil","bhil1251","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1757","Ef7","xd669",NA,"Pahari","maha1287","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1758","Eg5","xd681",NA,"Kodavas","koda1255","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1759","Eh6","xd692",NA,"Sinhalese","sinh1246","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1760","Ej15","xd722",NA,"Ancient Khmer","oldk1249","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1761","Ic3","xd765",NA,"Belu","tetu1245","5",NA,NA,NA,NA,NA,NA,NA,"#C52B2F",NA,NA
"1762","Ab15","xd16",NA,"Pedi","tswe1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","Ab16","xd17",NA,"Lenge","leng1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","Ab21b","xd24",NA,"Bomvana","bomv1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","Ab22","xd25",NA,"Chopi","copi1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","Ac16","xd40",NA,"Mitsogho","tsog1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","Ac18","xd42",NA,"Sundi","koon1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","Ac19","xd43",NA,"Teke","teke1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","Ac20","xd45",NA,"Yaka","yaka1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","Ac22","xd47",NA,"Dzing","ding1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","Ac27","xd52",NA,"Luchazi","luch1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","Ac28","xd53",NA,"Luimbe","luim1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","Ac29","xd54",NA,"Luwa","sond1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","Ac35","xd61",NA,"Shila","luba1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","Ac37","xd63",NA,"Kunda","kund1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","Ac43","xd70",NA,"Mambwe","mamb1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","Ad10","xd77",NA,"Shambaa","sham1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","Ad12","xd79",NA,"Gusii","gusi1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","Ad18","xd85",NA,"Bende","bend1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","Ad29","xd97",NA,"Hadimu","pemb1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","Ad30","xd99",NA,"Digo","digo1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","Ad31","xd100",NA,"Duruma","duru1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","Ad32","xd101",NA,"Giriama","giry1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","Ad34","xd103",NA,"Kamba","kamb1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","Ad40","xd110",NA,"Tiriki","idak1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","Ad44","xd114",NA,"Konjo","konz1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","Ae13","xd131",NA,"Bashi","shii1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","Ae27","xd146",NA,"Lokele","kele1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","Ae33","xd153",NA,"Ndaka Babali","bali1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","Ae40","xd161",NA,"Dzem","njye1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Ae46","xd167",NA,"Mpongwe","myen1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","Ae49","xd170",NA,"Bali Nyonga","mung1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","Ae52","xd174",NA,"Fungom","mmen1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Ae53","xd175",NA,"Koko","bako1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","Ae54","xd176",NA,"Kom","komc1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Ae55","xd177",NA,"Ndob","band1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","Ae57","xd179",NA,"Nsungli","limb1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","Af12","xd189",NA,"Akyem","akye1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","Af14","xd191",NA,"Sherbro","sher1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","Af17","xd194",NA,"Boki","boky1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","Af18","xd195",NA,"Ekoi","ejag1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","Af28","xd206",NA,"Gbagyi","gbar1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","Af30","xd209",NA,"Igala","igal1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","Af35","xd214",NA,"Adangme","adan1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Af38","xd217",NA,"Abron","abro1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","Af43","xd223",NA,"Ga","gaaa1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","Af46","xd226",NA,"Bakwe","bakw1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","Af48","xd228",NA,"Kru","klao1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","Af50","xd231",NA,"Dan","gwee1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","Af53","xd234",NA,"Tura","tour1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","Af57","xd238",NA,"Temne","timn1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","Af58","xd239",NA,"Vai","vaii1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","Ag13","xd248",NA,"Kasena","kase1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","Ag17","xd252",NA,"Biafada","biaf1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","Ag24","xd260",NA,"Koranko","kura1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","Ag26","xd262",NA,"Susu","susu1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","Ag27","xd263",NA,"Diula","dyul1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","Ag28","xd264",NA,"Nononke","jena1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","Ag29","xd265",NA,"Samo","sout2844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","Ag33","xd270",NA,"Dyan","dyan1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","Ag36","xd273",NA,"Lowiili","sout2790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","Ag41","xd279",NA,"Kusasi","kusa1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","Ag42","xd280",NA,"Nunuma","sout2795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","Ag43","xd281",NA,"Vagala","vagl1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","Ag44","xd282",NA,"Dagomba","dagb1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","Ag46","xd284",NA,"Manprusi","mamp1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","Ag5","xd288",NA,"Birifor","sout2790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","Ag52","xd291",NA,"Tem","temm1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","Ag53","xd292",NA,"Bisa","biss1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","Ah11","xd300",NA,"Basa","basa1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","Ah12","xd301",NA,"Basakomo","basa1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","Ah15","xd304",NA,"Reshe","resh1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","Ah17","xd306",NA,"Birom","bero1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","Ah18","xd307",NA,"Burmawa","bogh1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","Ah21","xd311",NA,"Kurama","kura1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","Ah23","xd313",NA,"Jibu","jibu1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
