,index,canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,Number of Samples
143,0,1852,South,India,Western Ghats,Kerala,Kerala,10.85,76.27,0.73,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.54,0.31,0.62,0.31,0.85,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.08,10
144,0,3772,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.38,0.15,0.46,0.54,0.31,0.77,0.77,1.0,0.54,0.54,0.85,0.38,0.46,0.38,0.69,0.38,0.77,0.62,0.08,1.0,1.0,0.08,0.77,0.69,0.77,0.69,1.0,0.38,1.0,0.54,1.0,0.31,0.77,0.54,0.54,0.31,0.54,12
145,0,3773,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.69,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.69,0.08,0.77,0.54,0.08,0.31,0.85,0.31,1.0,1.0,0.69,1.0,0.54,0.54,0.77,0.62,0.77,0.77,0.77,0.77,12
146,0,3774,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.88,0.54,0.54,0.08,0.08,0.08,0.77,0.46,0.38,0.08,0.08,0.69,0.85,0.77,1.0,0.08,0.54,0.77,0.23,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.77,0.54,0.54,0.62,0.31,0.31,0.54,0.54,12
147,0,3775,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.31,0.31,1.0,0.08,0.77,0.69,0.77,1.0,1.0,0.38,0.54,0.77,1.0,0.42,0.77,1.0,1.0,0.54,0.54,12
148,0,3776,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.46,0.92,0.85,0.54,0.77,0.77,0.54,0.54,0.31,0.54,0.46,0.23,0.46,0.54,0.69,0.46,0.77,0.38,0.69,0.54,1.0,0.08,0.77,0.69,0.42,1.0,1.0,0.69,1.0,0.54,1.0,0.42,0.77,1.0,1.0,0.54,0.54,12
149,0,3777,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.81,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,1.0,0.31,0.08,0.08,0.69,0.77,0.19,0.62,0.08,0.77,0.31,0.23,1.0,0.08,0.77,0.08,1.0,0.38,1.0,0.31,0.54,0.42,0.77,0.77,0.54,0.42,0.77,12
150,0,3778,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,22.05,78.93,0.81,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,1.0,0.31,0.08,0.08,0.69,0.23,0.42,0.62,0.31,1.0,0.31,0.23,0.31,0.23,0.77,0.08,1.0,0.69,0.08,0.31,0.54,0.31,0.77,1.0,1.0,0.77,0.54,12
151,0,3779,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.77,0.85,0.31,0.77,0.31,0.08,0.54,0.69,0.77,0.38,1.0,0.69,0.54,0.31,0.54,0.31,0.77,0.77,0.77,0.42,0.77,12
152,0,3780,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.62,0.54,0.54,0.77,0.77,12
153,0,3781,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.0,0.0,0.54,0.31,12
154,0,3782,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.92,0.62,0.15,0.88,0.77,0.77,0.31,0.08,0.08,0.54,1.0,0.31,0.85,0.69,0.69,0.92,0.42,0.85,0.31,0.54,0.31,0.23,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.54,0.77,0.77,0.77,0.77,0.77,12
155,0,3783,South,India,C India/ Central Tribal Area,Chhattisgarh,Dhurwa Gond,18.75,81.78,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.31,0.31,0.08,0.77,0.38,0.31,0.38,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.54,0.77,0.77,0.77,12
156,0,3814,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,16.87,80.92,0.46,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.38,0.08,0.08,0.69,0.46,0.88,0.62,0.69,0.77,0.54,0.08,0.77,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.54,0.77,4
157,0,3815,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.46,1.0,0.23,0.08,0.77,0.54,0.08,0.77,0.85,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.42,0.54,0.54,0.77,4
158,0,3816,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,16.87,80.92,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.08,0.77,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.42,0.62,0.54,0.77,0.54,0.77,4
159,0,3817,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,0.88,0.08,0.69,0.54,0.54,0.08,0.77,0.85,0.77,0.69,1.0,0.38,0.54,0.54,0.54,0.77,0.62,0.31,0.31,0.54,0.42,4
160,0,3844,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,15.91,79.74,0.69,0.15,0.38,0.54,0.31,0.54,1.0,0.77,0.77,0.77,0.85,0.38,0.46,0.85,0.69,0.23,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.85,0.77,1.0,1.0,0.69,1.0,0.77,0.54,0.42,0.23,0.31,0.54,0.54,0.77,3
161,0,3845,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,15.91,79.74,0.69,0.77,0.38,0.54,0.54,0.54,1.0,0.54,0.31,0.77,0.85,0.23,0.85,0.69,0.69,0.92,0.77,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.77,0.69,0.69,0.69,1.0,0.77,1.0,0.42,0.23,0.31,0.54,0.54,0.54,3
162,0,3846,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,15.91,79.74,0.62,0.92,0.38,0.77,0.31,0.31,1.0,0.31,0.77,0.54,0.85,0.38,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.62,0.31,0.54,0.77,0.31,3
163,0,3853,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",22.34,78.66,0.46,0.15,0.38,0.54,0.54,0.54,1.0,0.77,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.77,0.85,0.31,0.54,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.42,0.46,0.54,0.42,0.54,0.77,11
164,0,3854,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",22.59,80.37,0.46,0.15,0.38,0.88,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.38,0.46,0.69,0.69,0.85,0.54,0.85,0.19,0.54,0.54,0.62,0.54,0.77,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.54,0.31,0.54,0.77,11
165,0,3784,South,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.54,0.54,0.08,0.77,0.85,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.54,0.54,9
166,0,3802,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.46,0.15,0.15,1.0,0.54,0.77,0.31,0.08,0.08,0.54,0.85,0.38,0.46,0.08,0.69,0.85,0.54,0.85,0.69,0.54,0.77,0.46,0.77,0.69,0.31,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.77,0.77,10
167,0,3803,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.46,0.15,0.38,0.77,0.77,0.77,1.0,0.77,0.77,0.54,0.85,0.38,0.46,0.85,0.69,0.92,0.77,0.85,0.31,0.54,0.54,0.08,0.31,0.85,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.54,0.31,10
168,0,3804,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.81,0.15,0.38,0.77,0.54,0.54,1.0,0.77,0.77,0.77,0.85,0.31,0.46,0.85,0.69,0.92,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.38,1.0,0.77,1.0,0.54,0.46,0.42,0.42,0.54,0.42,10
169,0,3805,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.31,0.08,0.54,0.77,0.31,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.42,0.54,0.77,0.77,10
170,0,3806,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.31,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.54,0.77,10
171,0,3807,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.92,0.77,0.85,0.69,0.31,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.77,0.77,10
172,0,3808,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.46,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.85,0.54,1.0,0.31,0.31,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,0.54,0.54,0.54,0.77,0.62,0.31,0.54,0.54,0.77,10
173,0,3809,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.46,0.08,0.08,0.77,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.69,0.54,1.0,0.08,0.31,0.31,0.08,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.77,0.62,0.08,0.54,0.77,1.0,10
174,0,3810,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.81,0.85,0.31,0.54,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.31,0.54,0.42,0.54,10
175,0,3811,South,India,C India/ Central Tribal Area,Malwa,Korku,21.77,78.17,0.69,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.54,0.77,0.54,10
176,0,9892,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,18.55,82.73,0.35,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.77,0.46,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,0.77,0.85,0.54,0.69,0.08,0.38,0.54,0.77,1.0,0.77,0.23,0.31,0.08,0.31,0.54,3
177,0,9893,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,18.55,82.73,0.38,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.77,0.42,0.85,0.08,0.31,0.77,0.08,1.0,0.85,0.54,1.0,0.08,0.69,0.54,0.54,1.0,0.54,0.35,0.54,0.54,0.54,0.54,3
178,0,9894,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,18.55,82.73,0.5,0.62,0.15,0.77,0.54,0.54,0.31,0.08,0.08,0.31,0.85,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.77,0.27,0.88,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.54,0.54,3
