canto_coding_id,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,region
9908,Kullu,32.55,76.12,0.46,0.69,0.73,0.77,0.08,0.08,0.88,0.31,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.23,0.77,0.08,0.0,0.54,0.31,0.08,0.31,0.69,0.54,0.38,0.38,0.69,0.08,0.77,0.54,0.54,0.23,0.31,0.54,0.54,0.31,North
9909,Kullu,31.95,77.1,0.69,1.0,0.73,0.54,0.54,0.54,0.88,0.31,0.77,0.31,0.46,0.23,0.46,0.92,0.69,0.69,0.77,0.85,0.0,0.77,0.31,0.08,0.31,1.0,0.77,1.0,1.0,0.38,0.54,0.31,0.54,0.31,0.23,0.31,0.54,0.31,0.31,North
9910,Kullu,31.95,77.1,0.46,0.85,0.85,0.54,0.77,0.77,0.88,0.54,1.0,0.31,0.85,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.31,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.46,0.31,0.54,0.54,0.08,North
9911,Kullu,31.95,77.1,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.31,0.08,0.31,0.23,0.42,0.08,0.08,0.69,0.08,0.31,0.54,0.42,0.46,0.54,0.77,0.77,0.31,North
9912,Kullu,31.95,77.1,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.38,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.31,North
9914,Uttar Pradesh,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31,North
9915,Uttar Pradesh,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54,North
9916,Uttar Pradesh,26.24,81.25,0.46,0.92,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.31,0.54,0.54,North
9918,Uttar Pradesh,25.31,82.97,0.85,0.15,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.38,0.77,0.62,0.31,0.54,0.54,0.08,0.31,0.85,0.54,0.69,1.0,0.38,0.08,0.77,1.0,0.42,0.23,0.08,0.31,0.54,0.54,North
9919,Uttar Pradesh,26.95,80.21,0.85,0.23,0.85,0.77,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.85,0.77,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.77,0.69,0.69,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.54,0.54,North
9920,Uttar Pradesh,25.31,82.97,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.85,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,0.69,0.69,0.54,0.31,0.0,0.42,0.23,0.31,0.31,0.54,0.54,North
3847,Kurukh,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54,North
3848,Kurukh,21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54,North
3849,Kurukh,21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54,North
9921,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.31,0.31,0.62,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.08,0.08,0.38,0.08,0.31,0.08,0.31,0.46,0.08,0.54,0.31,0.54,North
9922,Rajasthan,27.02,74.21,0.46,0.77,0.54,0.77,0.54,0.31,1.0,0.77,0.77,0.31,0.85,0.38,0.85,0.38,0.69,0.31,0.31,0.38,0.08,0.54,0.31,0.08,0.08,0.85,0.77,0.69,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.08,0.31,0.31,0.54,North
9923,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.69,0.15,0.42,0.08,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.69,0.69,0.38,0.08,0.31,0.54,0.42,0.23,0.31,0.31,0.31,0.31,North
9924,Rajasthan,27.02,74.21,0.15,0.77,0.54,0.31,0.08,0.08,1.0,0.77,0.77,0.31,1.0,0.0,1.0,0.31,0.85,0.15,0.77,0.08,0.31,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.31,0.54,0.31,0.31,North
9925,Rajasthan,27.02,74.21,0.92,0.15,0.85,0.77,0.31,0.54,1.0,0.54,0.77,0.77,0.23,0.23,0.46,0.69,0.69,0.62,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.54,0.46,0.54,0.31,0.31,0.54,North
9902,Burusho,36,76.0,0.15,0.38,0.62,0.31,0.08,0.08,1.0,0.54,0.77,1.0,0.69,0.08,0.69,0.46,0.69,0.23,0.77,0.38,0.69,0.54,0.42,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,1.0,0.08,0.54,0.46,0.54,0.54,0.31,0.77,North
9903,Burusho,36,76.0,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.69,0.08,0.69,0.08,0.85,0.15,0.88,0.08,0.31,0.54,0.42,0.08,0.31,0.69,0.54,1.0,1.0,1.0,0.54,0.54,0.54,0.54,0.46,0.54,0.31,0.31,0.31,North
9904,Shina,36,76.0,0.15,0.46,0.92,0.31,0.08,0.08,1.0,0.54,1.0,0.54,0.85,0.08,0.92,0.85,0.69,0.69,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.85,0.54,0.38,0.38,0.69,0.54,0.54,0.08,0.54,0.46,0.54,0.54,0.54,0.77,North
9905,Burusho,36,76.0,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,1.0,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.31,0.38,0.42,0.08,0.08,0.69,0.08,0.54,0.08,0.54,0.23,0.54,0.31,0.42,0.77,North
3790,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.38,0.77,0.38,0.31,0.77,1.0,0.08,0.0,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.62,0.0,0.0,0.54,0.77,North
3791,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,1.0,0.0,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.77,0.46,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.62,0.54,0.42,0.77,0.31,North
3792,"Gadaba, Bhumij",21.77,84.36,0.54,0.08,0.08,1.0,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.69,0.65,0.85,0.08,0.54,0.31,0.46,0.54,0.69,0.42,0.38,1.0,0.38,0.54,0.08,1.0,0.77,0.54,0.42,0.54,0.54,0.54,North
3793,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.31,0.08,0.08,0.69,0.92,0.88,0.85,0.69,0.77,1.0,0.08,0.54,0.85,0.31,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.77,0.77,0.77,0.77,0.54,North
3794,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.77,0.85,0.85,0.54,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.77,0.77,0.77,0.54,North
3795,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.31,0.08,0.08,0.69,0.85,0.77,1.0,0.08,1.0,0.54,0.46,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.42,0.77,0.54,North
3796,"Gadaba, Bhumij",18.56,82.97,0.38,0.15,0.38,1.0,0.77,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54,North
3785,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.77,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,0.54,0.54,0.62,0.54,0.54,0.54,0.54,North
3786,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.42,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.54,0.0,0.77,0.62,0.0,0.0,0.42,0.54,North
3787,Dorla,24.61,80.48,0.46,0.08,0.08,0.54,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54,North
3788,Dorla,14.51,78.36,0.38,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.08,1.0,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.38,0.54,0.77,1.0,1.0,0.62,0.31,0.54,0.77,0.77,North
3789,Dorla,14.51,78.36,0.77,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.77,0.46,0.31,0.31,0.77,0.77,North
3799,Dorla,24.61,80.48,0.15,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.31,0.46,0.77,0.85,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.42,0.62,0.54,0.77,0.54,0.54,North
3800,Dorla,14.51,78.36,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.31,0.85,0.38,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.54,0.38,1.0,0.38,0.54,0.31,1.0,0.54,0.0,0.31,0.31,0.54,0.77,North
3801,Dorla,24.61,80.48,0.46,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.54,0.23,0.69,0.31,0.54,0.46,0.77,0.85,0.77,0.69,1.0,0.38,1.0,0.54,1.0,0.31,0.62,0.54,0.77,0.77,0.77,North
756,C Indian Folk,22.97,78.65,0.46,0.38,0.46,0.54,0.31,0.54,0.77,0.31,0.54,0.08,0.69,0.23,0.69,0.69,0.08,0.15,0.77,0.08,0.85,0.54,0.31,0.08,0.08,0.85,0.54,1.0,1.0,0.38,1.0,0.08,1.0,0.31,0.08,0.08,0.54,0.54,0.77,North
758,Andhra Pradesh,15.91,79.74,0.15,0.62,0.62,0.31,0.08,0.08,1.0,1.0,1.0,0.08,0.46,0.08,0.46,0.69,0.69,0.77,0.54,1.0,0.08,0.31,0.31,0.08,0.08,0.69,0.31,0.69,0.69,0.08,0.08,0.08,1.0,0.54,0.46,0.08,0.31,0.54,0.31,South
759,Madras,13.08,80.27,0.62,0.62,0.62,0.54,0.54,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.69,0.69,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.08,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.31,South
760,Madras,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,0.77,0.08,0.85,0.08,0.69,0.69,0.38,0.31,0.31,0.38,0.08,0.77,0.31,0.08,0.08,0.69,0.31,0.08,0.08,0.69,0.08,0.08,1.0,0.54,0.46,0.31,0.77,0.54,0.31,South
844,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.54,0.77,0.54,0.54,1.0,0.54,0.85,0.23,0.46,0.54,0.08,0.92,0.54,1.0,0.08,0.31,0.77,0.08,1.0,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31,South
845,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31,South
846,"Toda, Gond",21.14,79.08,0.46,0.23,0.46,0.54,0.77,0.77,0.54,0.54,1.0,0.54,0.46,0.23,0.46,0.54,0.69,0.92,0.54,1.0,0.08,0.31,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.54,0.42,0.54,0.31,South
847,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.54,0.69,0.46,0.54,0.69,0.31,0.31,0.54,0.08,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31,South
848,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,0.54,0.54,1.0,0.54,0.85,0.23,0.35,0.54,0.69,0.85,0.31,0.85,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31,South
849,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.77,0.77,1.0,1.0,1.0,0.54,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31,South
850,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.23,0.54,0.62,0.08,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31,South
851,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.38,0.54,0.62,0.08,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31,South
852,"Toda, Gond",21.14,79.08,0.69,0.23,0.69,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.69,0.31,0.08,0.31,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31,South
972,Madras,13.08,80.27,0.31,0.15,0.38,0.31,0.08,0.08,0.54,0.54,1.0,0.08,0.85,0.08,0.46,0.69,0.69,0.69,0.31,1.0,0.69,0.54,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.23,0.31,0.31,0.54,0.31,South
973,Madras,13.08,80.27,0.62,0.62,0.38,0.42,0.54,0.54,1.0,0.54,1.0,0.08,0.46,0.23,0.46,0.69,0.69,0.23,0.31,0.08,0.08,0.77,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.35,0.31,0.31,0.54,0.31,South
974,Madras,13.08,80.27,0.54,0.62,0.46,0.77,0.77,0.31,0.54,1.0,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.77,0.31,0.08,0.08,0.08,0.31,0.08,1.0,0.38,0.08,0.08,1.0,0.77,0.35,0.08,0.54,0.77,0.31,South
1843,Kerala,8.52,76.93,0.69,0.23,0.38,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.31,0.23,0.31,0.54,0.31,0.54,South
1844,Kerala,8.52,76.93,0.46,0.23,0.46,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.77,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.54,0.54,South
1845,Kerala,10.85,76.27,0.46,0.23,0.46,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.31,0.08,0.08,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.77,South
1846,Kerala,10.85,76.27,0.77,0.69,0.62,0.77,0.54,0.31,0.54,0.77,0.31,0.31,1.0,0.38,0.92,0.38,0.69,0.08,0.08,0.08,0.85,0.77,0.31,0.08,0.08,0.38,0.54,0.08,0.08,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.54,0.08,South
1847,Kerala,10.85,76.27,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.54,0.08,0.85,0.77,0.31,0.08,0.31,0.38,0.54,0.69,1.0,0.69,0.54,0.31,0.08,0.54,0.35,0.31,0.54,0.54,0.08,South
1848,Kerala,10.85,76.27,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.69,0.08,0.85,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.31,0.23,0.08,0.31,0.54,0.31,South
1849,Kerala,10.85,76.27,0.62,0.15,0.38,1.0,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.38,0.54,0.46,0.08,0.54,0.54,0.77,0.31,0.69,0.77,1.0,1.0,0.38,1.0,0.54,0.08,0.31,0.08,0.08,0.31,0.54,0.54,South
1850,Kerala,10.85,76.27,0.46,0.23,0.38,0.54,0.54,0.77,0.31,0.08,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.46,0.54,0.23,0.08,0.77,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.31,South
1851,Kerala,10.85,76.27,0.62,0.23,0.46,1.0,0.77,1.0,0.54,1.0,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.85,0.54,1.0,0.08,0.54,0.54,0.62,0.31,0.77,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.31,South
1852,Kerala,10.85,76.27,0.73,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.54,0.31,0.62,0.31,0.85,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.08,South
3772,Dhurwa Gond,18.75,81.78,0.38,0.15,0.46,0.54,0.31,0.77,0.77,1.0,0.54,0.54,0.85,0.38,0.46,0.38,0.69,0.38,0.77,0.62,0.08,1.0,1.0,0.08,0.77,0.69,0.77,0.69,1.0,0.38,1.0,0.54,1.0,0.31,0.77,0.54,0.54,0.31,0.54,South
3773,Dhurwa Gond,18.75,81.78,0.69,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.69,0.08,0.77,0.54,0.08,0.31,0.85,0.31,1.0,1.0,0.69,1.0,0.54,0.54,0.77,0.62,0.77,0.77,0.77,0.77,South
3774,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.88,0.54,0.54,0.08,0.08,0.08,0.77,0.46,0.38,0.08,0.08,0.69,0.85,0.77,1.0,0.08,0.54,0.77,0.23,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.77,0.54,0.54,0.62,0.31,0.31,0.54,0.54,South
3775,Dhurwa Gond,18.75,81.78,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.31,0.31,1.0,0.08,0.77,0.69,0.77,1.0,1.0,0.38,0.54,0.77,1.0,0.42,0.77,1.0,1.0,0.54,0.54,South
3776,Dhurwa Gond,18.75,81.78,0.46,0.92,0.85,0.54,0.77,0.77,0.54,0.54,0.31,0.54,0.46,0.23,0.46,0.54,0.69,0.46,0.77,0.38,0.69,0.54,1.0,0.08,0.77,0.69,0.42,1.0,1.0,0.69,1.0,0.54,1.0,0.42,0.77,1.0,1.0,0.54,0.54,South
3777,Dhurwa Gond,18.75,81.78,0.81,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,1.0,0.31,0.08,0.08,0.69,0.77,0.19,0.62,0.08,0.77,0.31,0.23,1.0,0.08,0.77,0.08,1.0,0.38,1.0,0.31,0.54,0.42,0.77,0.77,0.54,0.42,0.77,South
3778,Dhurwa Gond,22.05,78.93,0.81,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,1.0,0.31,0.08,0.08,0.69,0.23,0.42,0.62,0.31,1.0,0.31,0.23,0.31,0.23,0.77,0.08,1.0,0.69,0.08,0.31,0.54,0.31,0.77,1.0,1.0,0.77,0.54,South
3779,Dhurwa Gond,18.75,81.78,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.77,0.85,0.31,0.77,0.31,0.08,0.54,0.69,0.77,0.38,1.0,0.69,0.54,0.31,0.54,0.31,0.77,0.77,0.77,0.42,0.77,South
3780,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.54,0.54,0.31,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.62,0.54,0.54,0.77,0.77,South
3781,Dhurwa Gond,18.75,81.78,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.0,0.0,0.54,0.31,South
3782,Dhurwa Gond,18.75,81.78,0.92,0.62,0.15,0.88,0.77,0.77,0.31,0.08,0.08,0.54,1.0,0.31,0.85,0.69,0.69,0.92,0.42,0.85,0.31,0.54,0.31,0.23,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.54,0.77,0.77,0.77,0.77,0.77,South
3783,Dhurwa Gond,18.75,81.78,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.31,0.31,0.08,0.77,0.38,0.31,0.38,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.54,0.77,0.77,0.77,South
3814,Koya,16.87,80.92,0.46,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.38,0.08,0.08,0.69,0.46,0.88,0.62,0.69,0.77,0.54,0.08,0.77,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.54,0.77,South
3815,Koya,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.46,1.0,0.23,0.08,0.77,0.54,0.08,0.77,0.85,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.42,0.54,0.54,0.77,South
3816,Koya,16.87,80.92,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.08,0.77,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.42,0.62,0.54,0.77,0.54,0.77,South
3817,Koya,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,0.88,0.08,0.69,0.54,0.54,0.08,0.77,0.85,0.77,0.69,1.0,0.38,0.54,0.54,0.54,0.77,0.62,0.31,0.31,0.54,0.42,South
3844,Kolam,15.91,79.74,0.69,0.15,0.38,0.54,0.31,0.54,1.0,0.77,0.77,0.77,0.85,0.38,0.46,0.85,0.69,0.23,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.85,0.77,1.0,1.0,0.69,1.0,0.77,0.54,0.42,0.23,0.31,0.54,0.54,0.77,South
3845,Kolam,15.91,79.74,0.69,0.77,0.38,0.54,0.54,0.54,1.0,0.54,0.31,0.77,0.85,0.23,0.85,0.69,0.69,0.92,0.77,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.77,0.69,0.69,0.69,1.0,0.77,1.0,0.42,0.23,0.31,0.54,0.54,0.54,South
